qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
INEX_XER-127,german female politicians,0.245,INEX_XER-127,German female politician,0.245,INEX_XER-127,A German female politician,0.245,INEX_XER-127,German politics,0.0019,INEX_XER-127,German political women,0.0483,INEX_XER-127,German women politicians,0.1497,INEX_XER-127,German politicians,0.0215,INEX_XER-127,German women politicians,0.1497,INEX_XER-127,German female politician,0.245,INEX_XER-127,German female politicians,0.245,INEX_XER-127,German female politicians,0.245
INEX_XER-128,Bond girls,0.3247,INEX_XER-128,The creditors,0.0,INEX_XER-128,The bond girls,0.3247,INEX_XER-128,The Bond girls,0.3247,INEX_XER-128,The bandy girls,0.0,INEX_XER-128,The Bond Girls,0.3247,INEX_XER-128,The Bond girls,0.3247,INEX_XER-128,Girls close,0.0002,INEX_XER-128,The Bond girls,0.3247,INEX_XER-128,bond girls,0.3247,INEX_XER-128,The Girl Bond,0.3247
INEX_XER-129,Science fiction book written in the 1980,0.228,INEX_XER-129,Science fiction written in the     s,0.0011,INEX_XER-129,A science fiction book written in the     s,0.0053,INEX_XER-129,A science fiction book written in the    s,0.0053,INEX_XER-129,A science fiction book written in the     s,0.0053,INEX_XER-129,A science fiction book written in the     s,0.0053,INEX_XER-129,Science fiction book written in the     s,0.0053,INEX_XER-129,Science fiction written in,0.0029,INEX_XER-129,A science fiction book written in,0.0073,INEX_XER-129,A science fiction book written in the      s,0.0053,INEX_XER-129,A scientific textbook written in the      s,0.0
INEX_XER-130,Star Trek Captains,0.3745,INEX_XER-130,Captain of the Star Trek team,0.3751,INEX_XER-130,Captain of the Star Trek,0.3745,INEX_XER-130,Captain Star Trek,0.3745,INEX_XER-130,The Captains of Star Trek,0.3745,INEX_XER-130,Captain of Star Trek,0.3745,INEX_XER-130,Captain of the Star Trek,0.3745,INEX_XER-130,Captain of the Star Trek,0.3745,INEX_XER-130,Captain of the Star Trek,0.3745,INEX_XER-130,The Captains of Star Trek,0.3745,INEX_XER-130,Captain of the Star Trek,0.3745
INEX_XER-132,living nordic classical composers,0.1068,INEX_XER-132,A living Nordic classical composer,0.1068,INEX_XER-132,A living classical composer from Northern Europe,0.0018,INEX_XER-132,Northern classical authors alive,0.0,INEX_XER-132,The Northern classical composers alive,0.0007,INEX_XER-132,Nordic classical composers living,0.1068,INEX_XER-132,living Nordic classical composers,0.1068,INEX_XER-132,living Nordic classical composers,0.1068,INEX_XER-132,Northern classical composer who lived,0.0015,INEX_XER-132,The North s classical composers live,0.0037,INEX_XER-132,Ancient northern composers,0.0
INEX_XER-133,EU countries,0.1182,INEX_XER-133,The EU countries,0.1182,INEX_XER-133,EU countries,0.1182,INEX_XER-133,The European Union,0.0503,INEX_XER-133,Countries of the European Union,0.117,INEX_XER-133,The EU countries,0.1182,INEX_XER-133,EU countries,0.1182,INEX_XER-133,EU countries,0.1182,INEX_XER-133,EU countries,0.1182,INEX_XER-133,The European Union,0.0503,INEX_XER-133,Countries of the EU,0.1182
INEX_XER-134,record-breaking sprinters in male 100-meter sprints,0.1306,INEX_XER-134,Men s    m runner,0.0,INEX_XER-134,Record sprinter in the men s    m sprint,0.0375,INEX_XER-134,The male dancers in the    m,0.0,INEX_XER-134,The record for men s    m sprints,0.0037,INEX_XER-134,record sprinters in men s     metres sprint,0.027,INEX_XER-134,Record breaking sprinters in the men s    m sprint,0.0402,INEX_XER-134,record sprinters in men  s     meter sprints,0.0524,INEX_XER-134,record setting in men s     meter printers,0.0036,INEX_XER-134,The men s     meter sprinters,0.0244,INEX_XER-134,male runners in the     meters,0.0003
INEX_XER-135,professional baseball team in Japan,0.4368,INEX_XER-135,Japanese professional baseball team,0.271,INEX_XER-135,Japanese professional baseball team,0.271,INEX_XER-135,Professional baseball team in Japan,0.4368,INEX_XER-135,Japanese professional baseball team,0.271,INEX_XER-135,professional baseball team in Japan,0.4368,INEX_XER-135,Professional baseball team in Japan,0.4368,INEX_XER-135,professional baseball team in Japan,0.4368,INEX_XER-135,professional football team in Japan,0.0786,INEX_XER-135,Professional baseball team in Japan,0.4368,INEX_XER-135,professional baseball team in Japan,0.4368
INEX_XER-136,Japanese players in Major League Baseball,0.5228,INEX_XER-136,Japanese baseball players,0.2103,INEX_XER-136,Japanese Major League Baseball player,0.5228,INEX_XER-136,Japanese baseball players in the majors,0.7061,INEX_XER-136,Japanese players in Major League Baseball,0.5228,INEX_XER-136,Japanese Major League Baseball player,0.5228,INEX_XER-136,Japanese players in Major League Baseball,0.5228,INEX_XER-136,Japanese players in the baseball league,0.4995,INEX_XER-136,Japanese players in Major League Baseball,0.5228,INEX_XER-136,Japanese players in Major League Baseball,0.5228,INEX_XER-136,Japanese players in major league baseball,0.5228
INEX_XER-138,National Parks East Coast Canada US,0.1775,INEX_XER-138,National parks  the east coast of Canada  the United States,0.1368,INEX_XER-138,National Park on the east coast of Canada,0.2216,INEX_XER-138,National parks east coast Canada United States,0.1368,INEX_XER-138,National parks along the east coast of Canada,0.0674,INEX_XER-138,National parks on the east coast of Canada United States,0.1368,INEX_XER-138,National parks east coast of Canada US,0.1775,INEX_XER-138,National parks of the Eastern coast of Canada,0.2527,INEX_XER-138,The U S  Canadian East Coast National Park,0.0495,INEX_XER-138,National parks east coast Canada United States,0.1368,INEX_XER-138,National Parks on the East Coast of Canada,0.2216
INEX_XER-139,Films directed by Akira Kurosawa,0.8851,INEX_XER-139,Directed by Akira Kurosawa,0.8922,INEX_XER-139,A film directed by Akira Kurosa,0.6267,INEX_XER-139,Movies directed by Akira Kurosawa,0.9661,INEX_XER-139,Films directed by Akira Kurosawa,0.8851,INEX_XER-139,Films directed by Akira Kurosawa,0.8851,INEX_XER-139,Films by Akira Kurosawa,0.9574,INEX_XER-139,Films by director Akira Kurosava,0.3139,INEX_XER-139,Film directed by Akira Kurosawa,0.8851,INEX_XER-139,The film was directed by Agra Kurozawa,0.0,INEX_XER-139,Movies directed by Akira Kurosawa,0.9661
INEX_XER-140,Airports in Germany,0.3931,INEX_XER-140,German airports,0.1994,INEX_XER-140,Airport in Germany,0.3931,INEX_XER-140,Airports in Germany,0.3931,INEX_XER-140,German airports,0.1994,INEX_XER-140,Germany s airports,0.2726,INEX_XER-140,Airport in Germany,0.3931,INEX_XER-140,German airports,0.1994,INEX_XER-140,Airport in Germany,0.3931,INEX_XER-140,Airports in Germany,0.3931,INEX_XER-140,Airports in Germany,0.3931
INEX_XER-141,Universities in Catalunya,0.1289,INEX_XER-141,The University of Catalonia,0.449,INEX_XER-141,The University of Catalonia,0.449,INEX_XER-141,Universities in Catalonia,0.449,INEX_XER-141,Catalan universities,0.1052,INEX_XER-141,Universities in Catalonia,0.449,INEX_XER-141,Higher education in Catalonia,0.138,INEX_XER-141,Universities of Catalonia,0.449,INEX_XER-141,University of Catalonia,0.449,INEX_XER-141,The number of universities in Catalonia is about one third of the population,0.0418,INEX_XER-141,Universities in Catalonia,0.449
INEX_XER-143,Hanseatic league in Germany in the Netherlands Circle,0.112,INEX_XER-143,The German Hanseatic League  the Dutch Circuit,0.0242,INEX_XER-143,The Hanseatic League in Germany  the Dutch circle,0.0785,INEX_XER-143,The Hanseatic League in Germany in the Dutch division,0.1056,INEX_XER-143,The Hans Liga in Germany in the Netherlands,0.0,INEX_XER-143,Hanseatic League in Germany in the Dutch circle,0.0785,INEX_XER-143,The Hanselliga in Germany in the Dutch circuit,0.0,INEX_XER-143,The Hanseatic League in Germany in the Netherlands,0.1165,INEX_XER-143,Hanseatic League in Germany in the Dutch Circle,0.0785,INEX_XER-143,The Hanseatic League in Germany in the Netherlands,0.1165,INEX_XER-143,The Hanseatic League in Germany in the Netherlands Circle,0.112
INEX_XER-144,chess world champions,0.5947,INEX_XER-144,The world chess champion,0.5947,INEX_XER-144,World chess champion,0.5947,INEX_XER-144,World chess champion,0.5947,INEX_XER-144,World chess champions,0.5947,INEX_XER-144,champions of the world chess,0.5947,INEX_XER-144,World chess champion,0.5947,INEX_XER-144,World chess champions,0.5947,INEX_XER-144,World chess champion,0.5947,INEX_XER-144,World chess champions,0.5947,INEX_XER-144,world chess heroes,0.3057
INEX_XER-147,Chemical elements that are named after people,0.175,INEX_XER-147,Chemical elements are named after humans,0.113,INEX_XER-147,The chemical elements named after humans,0.113,INEX_XER-147,Chemicals that carry people  s names,0.0055,INEX_XER-147,Chemical elements named after people,0.175,INEX_XER-147,Chemicals named after people,0.0135,INEX_XER-147,Chemical elements named after humans,0.113,INEX_XER-147,Chemical elements named after humans,0.113,INEX_XER-147,Chemical elements named after humans,0.113,INEX_XER-147,The chemical elements that bear the names of humans,0.0729,INEX_XER-147,Chemicals named after people,0.0135
QALD2_te-1,Which German cities have more than 250000 inhabitants?,0.0025,QALD2_te-1,Which city in Germany has more than         people,0.0519,QALD2_te-1,Are German cities cities with a population of over,0.0127,QALD2_te-1,What German city has more than         inhabitants,0.0059,QALD2_te-1,Which German cities have a population of more than,0.023,QALD2_te-1,Which German cities have more than         inhabitants,0.0118,QALD2_te-1,What German cities have more than         inhabitants,0.0046,QALD2_te-1,What German cities have more than         inhabitants,0.0046,QALD2_te-1,Which city in Germany has more than        inhabitants,0.0353,QALD2_te-1,What German cities have more than         inhabitants,0.0046,QALD2_te-1,What cities in Germany have more than         inhabitants,0.0183
QALD2_te-2,Who was the successor of John F. Kennedy?,0.033,QALD2_te-2,Who was John Kennedy s successor,0.0117,QALD2_te-2,Who was John F  Kennedy s successor,0.068,QALD2_te-2,Who was John F  Kennedy s successor,0.068,QALD2_te-2,Who was John F  Kennedy s successor,0.068,QALD2_te-2,Who was John F  Kennedy s successor,0.068,QALD2_te-2,Who was John F  Kennedy s successor,0.068,QALD2_te-2,Who was John F  Kennedy s successor,0.068,QALD2_te-2,Who is the successor to John F  Kennedy,0.033,QALD2_te-2,Who is next to John F  Kennedy,0.0576,QALD2_te-2,Who was John F  Kennedy s successor,0.068
QALD2_te-3,Who is the mayor of Berlin?,0.3477,QALD2_te-3,Who is the mayor of Berlin,0.3477,QALD2_te-3,Who is the mayor of Berlin,0.3477,QALD2_te-3,Who is the mayor of Berlin,0.3477,QALD2_te-3,Who s the mayor of Berlin,0.2718,QALD2_te-3,Who is the mayor of Berlin,0.3477,QALD2_te-3,Who is the mayor of Berlin,0.3477,QALD2_te-3,Who is the mayor of Berlin,0.3477,QALD2_te-3,Who is the mayor of Berlin,0.3477,QALD2_te-3,Who is the mayor of Berlin,0.3477,QALD2_te-3,Who is the mayor of Berlin,0.3477
QALD2_te-5,What is the second highest mountain on Earth?,0.1613,QALD2_te-5,What is the second highest mountain on earth,0.1613,QALD2_te-5,What is the second highest mountain on Earth,0.1613,QALD2_te-5,What s the second highest mountain on earth,0.0964,QALD2_te-5,What is the second highest mountain in the earth,0.1613,QALD2_te-5,What is the second highest mountain on Earth,0.1613,QALD2_te-5,What is the second highest mountain on earth,0.1613,QALD2_te-5,What is the second highest mountain on Earth,0.1613,QALD2_te-5,What is the second highest mountain on Earth,0.1613,QALD2_te-5,What is the second highest mountain on earth,0.1613,QALD2_te-5,What is the second highest mountain in the world,0.0491
QALD2_te-6,Give me all professional skateboarders from Sweden.,0.0921,QALD2_te-6,To all the professional skateboarders from Sweden,0.3236,QALD2_te-6,Give me all the Swedish professional skateboards,0.2905,QALD2_te-6,Give me all the professional skiers from Sweden,0.0,QALD2_te-6,Give me all the Swedish professional skateboards,0.2905,QALD2_te-6,Give me all the professional skateboarders in Sweden,0.0814,QALD2_te-6,Give me all the professional skateboarders from Sweden,0.0921,QALD2_te-6,Give me all the professional skateboards from Sweden,0.0921,QALD2_te-6,Give me all the professional skateboarders from Sweden,0.0921,QALD2_te-6,Give me all the professional skateboarders from Sweden,0.0921,QALD2_te-6,Give me all the professional skateboarders from Sweden,0.0921
QALD2_te-8,To which countries does the Himalayan mountain system extend?,0.1753,QALD2_te-8,Which country is the Himalayas,0.0978,QALD2_te-8,What country is the Himalayan Range,0.1709,QALD2_te-8,To what countries does the Himalayan mountain system extend,0.1459,QALD2_te-8,To what countries does the Himalayas extend,0.0802,QALD2_te-8,In what countries is the Himalayan mountain system extended,0.1599,QALD2_te-8,What countries are the Himalayan mountain range extending into,0.1624,QALD2_te-8,What countries are the Himalayan mountain range extending into,0.1624,QALD2_te-8,To which country does the Himalayan mountain system extend,0.1753,QALD2_te-8,What countries have Himalayan mountains,0.1274,QALD2_te-8,To what extent does the Himalayas extend,0.004
QALD2_te-9,Give me a list of all trumpet players that were bandleaders.,0.4643,QALD2_te-9,Let me list all the lads who were bandleaders,0.0011,QALD2_te-9,Give me a list of the trumpet players who were the band s leader,0.0297,QALD2_te-9,Give me a list of all the trumpeters who were the bandleaders,0.4277,QALD2_te-9,Give me a list of all the Trumpeters who have been the leader of the group,0.0032,QALD2_te-9,Give me a list of all the trumpeters who led the band,0.0186,QALD2_te-9,Give me a list of all the trumpeters who were bandleaders,0.4277,QALD2_te-9,Give me a list of all the plumbers who were the leaders of the group,0.0,QALD2_te-9,Give me a list of all the trumpeters who have ever led the band,0.008,QALD2_te-9,Give me a list of all the boxers who have been the bandleaders,0.0045,QALD2_te-9,Give me a list of all the trumpeters who were bandleaders,0.4277
QALD2_te-11,Who is the Formula 1 race driver with the most races?,0.0057,QALD2_te-11,Who is the most F  driver in the world,0.0016,QALD2_te-11,Who s the Formula One driver with the most races,0.0219,QALD2_te-11,Who s the Formula One driver with the most races,0.0219,QALD2_te-11,Who s the most competitive Formula One driver,0.0137,QALD2_te-11,Who s the most raced Formula One driver,0.0219,QALD2_te-11,Who s the Formula One driver with the most races,0.0219,QALD2_te-11,Who s the most successful Formula One driver,0.0137,QALD2_te-11,Who s the most racing Formula One driver,0.0219,QALD2_te-11,Who is the most successful Formula   driver,0.0076,QALD2_te-11,Who is the most competitive Formula   driver,0.0043
QALD2_te-12,Give me all world heritage sites designated within the past five years.,0.2433,QALD2_te-12,And they gave me all the World Heritage sites in the last five years,0.2115,QALD2_te-12,Tell us all about the World Heritage sites that have been designated in the last five years,0.1592,QALD2_te-12,Give me all the World Heritage sites identified in the last five years,0.1322,QALD2_te-12,Give me all the World Heritage sites that have been designated in the last five years,0.2094,QALD2_te-12,Give me all the designated World Heritage sites in the last five years,0.271,QALD2_te-12,Give me all the world heritage sites that have been exhibited in the last five years,0.1061,QALD2_te-12,Give me all the World Heritage sites that have been designated over the last five years,0.1296,QALD2_te-12,Give me all the world heritage sites designated in the last five years,0.271,QALD2_te-12,Give me everything that has been declared World Heritage Sites in the last five years,0.0846,QALD2_te-12,Give me all the world heritage sites that have been designated in the last five years,0.2094
QALD2_te-13,Who is the youngest player in the Premier League?,0.2818,QALD2_te-13,Who is the youngest player in the Premier League,0.2818,QALD2_te-13,Who s the youngest player in the Premier League,0.256,QALD2_te-13,Who s the youngest player in the league,0.0383,QALD2_te-13,Who s the youngest player in the majors,0.0024,QALD2_te-13,Who s the youngest player in the Premier League,0.256,QALD2_te-13,Who s the youngest player in the Premier League,0.256,QALD2_te-13,Who s the youngest player in the Premier League,0.256,QALD2_te-13,Who s the youngest player in the Premier League,0.256,QALD2_te-13,Who is the youngest player in the Premier League,0.2818,QALD2_te-13,Who is the youngest player in the Major Leagues,0.0045
QALD2_te-14,Give me all members of Prodigy.,0.0162,QALD2_te-14,Give me all the members of Prodigy,0.0162,QALD2_te-14,Give me all the members of the Prodigy,0.0162,QALD2_te-14,Give me all the brody members,0.0,QALD2_te-14,Give me all the members of Prudge,0.0,QALD2_te-14,Give me all the members of Prodigy,0.0162,QALD2_te-14,Give me all the members of Prodigy,0.0162,QALD2_te-14,Give me all the members of the Prodiji,0.0,QALD2_te-14,Give it to all the Prodigy members,0.0428,QALD2_te-14,Give me all the members of Prodigy,0.0162,QALD2_te-14,Give me all the members of the Prodigy,0.0162
