qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
QALD2_te-13,Who is the youngest player in the Premier League?,0.2814,QALD2_te-13,Who is the youngest player in the Premier League,0.2814,QALD2_te-13,Who s the youngest player in the Premier League,0.2222,QALD2_te-13,Who s the youngest player in the league,0.0265,QALD2_te-13,Who s the youngest player in the majors,0.004,QALD2_te-13,Who s the youngest player in the Premier League,0.2222,QALD2_te-13,Who s the youngest player in the Premier League,0.2222,QALD2_te-13,Who s the youngest player in the Premier League,0.2222,QALD2_te-13,Who s the youngest player in the Premier League,0.2222,QALD2_te-13,Who is the youngest player in the Premier League,0.2814,QALD2_te-13,Who is the youngest player in the Major Leagues,0.0158
QALD2_te-14,Give me all members of Prodigy.,0.0152,QALD2_te-14,Give me all the members of Prodigy,0.0152,QALD2_te-14,Give me all the members of the Prodigy,0.0152,QALD2_te-14,Give me all the brody members,0.0,QALD2_te-14,Give me all the members of Prudge,0.0,QALD2_te-14,Give me all the members of Prodigy,0.0152,QALD2_te-14,Give me all the members of Prodigy,0.0152,QALD2_te-14,Give me all the members of the Prodiji,0.0,QALD2_te-14,Give it to all the Prodigy members,0.0394,QALD2_te-14,Give me all the members of Prodigy,0.0152,QALD2_te-14,Give me all the members of the Prodigy,0.0152
QALD2_te-15,What is the longest river?,0.0867,QALD2_te-15,What is the longest river,0.0867,QALD2_te-15,What s the longest river,0.0339,QALD2_te-15,What s the longest river,0.0339,QALD2_te-15,What is the longest river,0.0867,QALD2_te-15,What s the longest river,0.0339,QALD2_te-15,What s the longest river,0.0339,QALD2_te-15,What s the longest river,0.0339,QALD2_te-15,What s the longest river,0.0339,QALD2_te-15,What is the longest river,0.0867,QALD2_te-15,What is the longest river,0.0867
QALD2_te-17,Give me all cars that are produced in Germany.,0.001,QALD2_te-17,Give me all the cars made in Germany,0.0004,QALD2_te-17,Give me all the cars made in Germany,0.0004,QALD2_te-17,Give me all the cars that are made in Germany,0.0004,QALD2_te-17,Give me all the cars made in Germany,0.0004,QALD2_te-17,Give me all the cars made in Germany,0.0004,QALD2_te-17,Give me all the cars made in Germany,0.0004,QALD2_te-17,Give me all the cars that are made in Germany,0.0004,QALD2_te-17,Give me all the cars made in Germany,0.0004,QALD2_te-17,Give me all the cars made in Germany,0.0004,QALD2_te-17,Give me all the cars made in Germany,0.0004
QALD2_te-19,Give me all people that were born in Vienna and died in Berlin.,0.002,QALD2_te-19,To all of me who were born in Vienna and died in Berlin,0.0029,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.001,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.001,QALD2_te-19,Give me all those who were born in Vienna and died in Berlin,0.0008,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.001,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.001,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.001,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.001,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.001,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.001
QALD2_te-21,What is the capital of Canada?,0.0028,QALD2_te-21,What is the head of Canada,0.0,QALD2_te-21,What is the capital of Canada,0.0028,QALD2_te-21,What is the capital of Canada,0.0028,QALD2_te-21,What is the capital of Canada,0.0028,QALD2_te-21,What is the capital of Canada,0.0028,QALD2_te-21,What is the capital of Canada,0.0028,QALD2_te-21,What is the capital of Canada,0.0028,QALD2_te-21,What is the capital of Canada,0.0028,QALD2_te-21,What is the capital of Canada,0.0028,QALD2_te-21,What is the capital of Canada,0.0028
QALD2_te-22,Who is the governor of Texas?,0.149,QALD2_te-22,Who is the governor of Texas,0.149,QALD2_te-22,Who s the governor of Texas,0.036,QALD2_te-22,Who s the governor of Texas,0.036,QALD2_te-22,Who s the governor of Texas,0.036,QALD2_te-22,Who s the governor of Texas,0.036,QALD2_te-22,Who s the governor of Texas,0.036,QALD2_te-22,Who s the governor of Texas,0.036,QALD2_te-22,Who s the governor of Texas,0.036,QALD2_te-22,Who is the governor of Texas,0.149,QALD2_te-22,Who is the governor of Texas,0.149
QALD2_te-24,Who was the father of Queen Elizabeth II?,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319,QALD2_te-24,Who was the father of Queen Elizabeth II,0.0319
QALD2_te-25,Which U.S. state has been admitted latest?,0.0024,QALD2_te-25,Which state was the most recently annexed,0.0013,QALD2_te-25,The most recent U S  state,0.0,QALD2_te-25,Which U S  state was last admitted,0.0,QALD2_te-25,Who was the last U S  state to reach this city,0.0,QALD2_te-25,Which state in the United States has been most recently admitted,0.0004,QALD2_te-25,Which state was last admitted to the U S A,0.0,QALD2_te-25,Which state was last admitted to the U S,0.0,QALD2_te-25,Which state was last accepted,0.0,QALD2_te-25,What U S  state recently allowed,0.0,QALD2_te-25,What U S  state was recently enrolled,0.0
QALD2_te-27,Sean Parnell is the governor of which U.S. state?,0.4889,QALD2_te-27,Which state is Sean Parnell governor of,0.4889,QALD2_te-27,What state is Panell governor of,0.0,QALD2_te-27,Sean Barnell is the governor of what state in the United States,0.1376,QALD2_te-27,Who is Sean Parnell in command,0.1856,QALD2_te-27,Sean Parnell is the governor of what state,0.7917,QALD2_te-27,Sean Parnell is governor of which state,0.4889,QALD2_te-27,Sean Parnell is governor of what state,0.7917,QALD2_te-27,Sean Parnell is governor of which state,0.4889,QALD2_te-27,Sean Barrell is the governor of which US state,0.0234,QALD2_te-27,Which U S  state is Sean Parnell governor of,0.3611
QALD2_te-28,Give me all movies directed by Francis Ford Coppola.,0.3878,QALD2_te-28,Show me all the films directed by Francis Ford Coppola,0.4542,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,0.5104,QALD2_te-28,Give me all the films Francis Ford Coppola made,0.2553,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,0.5104,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,0.5104,QALD2_te-28,Give me all the films of Francis Ford Coppola,0.3075,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,0.5104,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,0.5104,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,0.5104,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,0.5104
QALD2_te-29,Give me all actors starring in movies directed by and starring William Shatner.,0.1048,QALD2_te-29,Show me all the actors in the shows directed by William Sutner,0.0,QALD2_te-29,Give me all the actors in the movies directed by William Shartner and starring him,0.0,QALD2_te-29,Give me all the actors in the movies that William Shatner made and directed,0.0395,QALD2_te-29,Give me all the actors in the movies directed by William Shutner,0.0,QALD2_te-29,Give me all the actors in movies directed by and with William Shatner,0.0662,QALD2_te-29,Give me all the actors who ve been in movies with William Shatner and him,0.011,QALD2_te-29,Give me all the actors who have been in the movies  the directors and the lead roles of William Shatner,0.0112,QALD2_te-29,Give me all the actors who starred in the films directed by and starring William Shatner,0.0865,QALD2_te-29,I was given all the actors in the films directed and acted by William Shutner,0.0,QALD2_te-29,Give me all the actors from the films directed by and starring William Shatner,0.1027
QALD2_te-31,Give me all current Methodist national leaders.,0.0383,QALD2_te-31,I m given all the leaders of the French Protestant countries that exist,0.0,QALD2_te-31,Give me all the current leaders of the Methodist state,0.0251,QALD2_te-31,Give me all the current Methodist national leaders,0.0383,QALD2_te-31,Give me all the national leaders involved,0.0,QALD2_te-31,Give me all the current national Methodist leaders,0.0383,QALD2_te-31,Give me all the current Methodist national leaders,0.0383,QALD2_te-31,Give me all the current national leaders of Methodists,0.0383,QALD2_te-31,Give me all the current national Methodist leaders,0.0383,QALD2_te-31,Give me all the current national leaders of the Methodist Church,0.0891,QALD2_te-31,Give me all the current Methodist leaders of the nation,0.0383
QALD2_te-33,Give me all Australian nonprofit organizations.,0.0188,QALD2_te-33,I m giving it to all the non profit organizations in Australia,0.0018,QALD2_te-33,Listen to all the non profit organizations in Australia,0.0039,QALD2_te-33,Give me all the Australian non profits,0.0008,QALD2_te-33,Give me all the non profits in Australia,0.0013,QALD2_te-33,Give me all the Australian non profit organizations,0.0014,QALD2_te-33,Give me all the Australian non profits,0.0008,QALD2_te-33,Give me all the Australian non profits,0.0008,QALD2_te-33,Give me all the Australian nonprofits,0.0026,QALD2_te-33,Give me the Australian non profit,0.0021,QALD2_te-33,Give me all the non profit organizations in Australia,0.0021
QALD2_te-34,In which military conflicts did Lawrence of Arabia participate?,0.0421,QALD2_te-34,What war did Lawrence of Arabia fight,0.1357,QALD2_te-34,What military conflict did Lawrence of Arabia take part in,0.0117,QALD2_te-34,In what military conflicts was Lawrence of Arabia involved,0.0665,QALD2_te-34,What military battles did Lawrence of Arabia take part in,0.0071,QALD2_te-34,In what military conflicts did Lawrence of Arabia participate,0.0272,QALD2_te-34,In what military conflicts was Lawrence of Arabia involved,0.0665,QALD2_te-34,What military conflicts did Lawrence of Arabia engage in,0.0113,QALD2_te-34,In what military conflict was Lawrence of Arabia involved,0.0665,QALD2_te-34,In what military conflicts did Lawrence of Arabia participate,0.0272,QALD2_te-34,In what military conflicts did Lawrence of Arabia participate,0.0272
QALD2_te-35,Who developed Skype?,0.1414,QALD2_te-35,Who invented Skype,0.0555,QALD2_te-35,Who invented Skype,0.0555,QALD2_te-35,Who developed Skype,0.1414,QALD2_te-35,Who developed Skype,0.1414,QALD2_te-35,Who developed Skype,0.1414,QALD2_te-35,Who designed Skype,0.0598,QALD2_te-35,Who designed Skype,0.0598,QALD2_te-35,Who developed Skype,0.1414,QALD2_te-35,Who created Skype,0.0824,QALD2_te-35,Who invented Skype,0.0555
QALD2_te-39,Give me all companies in Munich.,0.0007,QALD2_te-39,And all the companies in Munich,0.169,QALD2_te-39,Give me all the companies in Munich,0.0007,QALD2_te-39,Give me all the companies in Munich,0.0007,QALD2_te-39,Give me all the companies in Munich,0.0007,QALD2_te-39,Give me all the companies in Munich,0.0007,QALD2_te-39,Give me all the companies in Munich,0.0007,QALD2_te-39,Give me all the companies in Munich,0.0007,QALD2_te-39,Give me all the companies in Munich,0.0007,QALD2_te-39,Give me all the companies in Munich,0.0007,QALD2_te-39,Give me all the companies in Munich,0.0007
QALD2_te-40,List all boardgames by GMT.,0.2356,QALD2_te-40,This is a list of all the chess games by GMT,0.0181,QALD2_te-40,List all board games by GMT,0.8401,QALD2_te-40,Get all board games listed by the time,0.0,QALD2_te-40,List all board games by GMT,0.8401,QALD2_te-40,List all board games by GMT,0.8401,QALD2_te-40,List all board games by GMT,0.8401,QALD2_te-40,I ve listed all the board games on the GMT,0.705,QALD2_te-40,List all board games by GMT,0.8401,QALD2_te-40,List all board games within GMT,0.5937,QALD2_te-40,List all board games by GMT,0.8401
QALD2_te-41,Who founded Intel?,0.0083,QALD2_te-41,Who invented information,0.0,QALD2_te-41,Who invented Intel,0.0008,QALD2_te-41,Who founded Intel,0.0083,QALD2_te-41,Founded the Intel,0.1673,QALD2_te-41,Who founded Intel,0.0083,QALD2_te-41,Who founded Intel,0.0083,QALD2_te-41,Who founded Intel,0.0083,QALD2_te-41,Who founded Intel,0.0083,QALD2_te-41,Who is the founder of Intel,0.0284,QALD2_te-41,Who invented Intel,0.0008
QALD2_te-42,Who is the husband of Amanda Palmer?,0.0237,QALD2_te-42,Who was Amanda Palmer s husband,0.0411,QALD2_te-42,Who is Amanda Palmer s husband,0.0411,QALD2_te-42,Who is Amanda Palmer  s husband,0.0411,QALD2_te-42,Who is Amanda Palmer s husband,0.0411,QALD2_te-42,Who is Amanda Palmer s husband,0.0411,QALD2_te-42,Who is Amanda Palmer s husband,0.0411,QALD2_te-42,Who is Amanda Palmer s husband,0.0411,QALD2_te-42,Who is Amanda Palmer s husband,0.0411,QALD2_te-42,Who is Amanda Palmer s husband,0.0411,QALD2_te-42,Who was Amanda Palmer s husband,0.0411
QALD2_te-43,Give me all breeds of the German Shepherd dog.,0.3233,QALD2_te-43,Give me all kinds of German Shepherds,0.0056,QALD2_te-43,Give me all the German Shepherds,0.0392,QALD2_te-43,Give me all the breeds of German Shepherd dog,0.3233,QALD2_te-43,Give me the whole German Shepherd dog breed,0.4996,QALD2_te-43,Give me all the breeds of German Shepherd Dogs,0.3233,QALD2_te-43,Give me all the breeds of the German Shepherd,0.3066,QALD2_te-43,Give me all the breeds of German shepherds,0.3066,QALD2_te-43,Give me all kinds of German Shepherd dogs,0.1177,QALD2_te-43,Give me all the breeds of German Shepherd dog,0.3233,QALD2_te-43,Give me every kind of German Shepherd dog,0.1353
QALD2_te-44,Which cities does the Weser flow through?,0.1586,QALD2_te-44,Which city is Weser going through,0.1727,QALD2_te-44,Which city is the Wager flowing into,0.0,QALD2_te-44,Which city is the Weather Running from,0.0,QALD2_te-44,Who s the weasel going through,0.0,QALD2_te-44,Which cities do the Weser flow into,0.2455,QALD2_te-44,Which cities does the river pass through,0.006,QALD2_te-44,What cities does Weser pass through,0.0936,QALD2_te-44,Which city is Weser flowing through,0.1701,QALD2_te-44,In which cities the weather is flowing,0.0,QALD2_te-44,What water does the Weser River flow through,0.1364
QALD2_te-45,Which countries are connected by the Rhine?,0.0775,QALD2_te-45,Which country is the Rhine connected to,0.0775,QALD2_te-45,Which countries do the Rhine River connect,0.0301,QALD2_te-45,Which country is connected to the Rhine,0.0775,QALD2_te-45,Which countries are connected by the Rhine,0.0775,QALD2_te-45,Which countries are connected by the Rhine,0.0775,QALD2_te-45,Which countries are connected by the Rhine,0.0775,QALD2_te-45,What countries are connected by the Rhine,0.013,QALD2_te-45,Which country is connected by the Rhine,0.0775,QALD2_te-45,Which countries are connected by rail,0.0,QALD2_te-45,What countries are connected by the Rhine,0.013
QALD2_te-46,Which professional surfers were born on the Philippines?,0.0263,QALD2_te-46,Who is a professional surfer born in the Philippines,0.0357,QALD2_te-46,Who are the Filipino born professional surfers,0.25,QALD2_te-46,What professional browsers were born in the Philippines,0.0,QALD2_te-46,What professional surfers were born in the Philippines,0.0455,QALD2_te-46,What kind of professional surfers were born in the Philippines,0.0294,QALD2_te-46,What kind of professional surfers are born in the Philippines,0.0833,QALD2_te-46,What professional surfers were born in the Philippines,0.0455,QALD2_te-46,Which professional waitress was born in the Philippines,0.0,QALD2_te-46,What professional surfer was born in the Philippines,0.125,QALD2_te-46,Where are the professional surfers born in the Philippines,0.0357
QALD2_te-48,In which UK city are the headquarters of the MI6?,0.0011,QALD2_te-48,What is the headquarters of MI  in the UK,0.0,QALD2_te-48,Which city in England has MI  headquarters,0.0,QALD2_te-48,In which city in the UK is MI  headquartered,0.0,QALD2_te-48,Who s MI  headquarters,0.0,QALD2_te-48,Which city in the UK is the headquarters of MI,0.0,QALD2_te-48,Which city is the MI  headquarters,0.0,QALD2_te-48,In which city in the UK is MI  headquartered,0.0,QALD2_te-48,Where in the UK is MI  headquartered,0.0,QALD2_te-48,In which city of Britain is MI  headquartered,0.0,QALD2_te-48,MI  is located in which city in England,0.0
