qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
INEX_XER-147,Chemical elements that are named after people,0.2,INEX_XER-147,Chemical elements are named after humans,0.125,INEX_XER-147,The chemical elements named after humans,0.125,INEX_XER-147,Chemicals that carry people  s names,0.0152,INEX_XER-147,Chemical elements named after people,0.2,INEX_XER-147,Chemicals named after people,0.0556,INEX_XER-147,Chemical elements named after humans,0.125,INEX_XER-147,Chemical elements named after humans,0.125,INEX_XER-147,Chemical elements named after humans,0.125,INEX_XER-147,The chemical elements that bear the names of humans,0.037,INEX_XER-147,Chemicals named after people,0.0556
QALD2_te-1,Which German cities have more than 250000 inhabitants?,0.0714,QALD2_te-1,Which city in Germany has more than         people,1.0,QALD2_te-1,Are German cities cities with a population of over,0.25,QALD2_te-1,What German city has more than         inhabitants,0.1667,QALD2_te-1,Which German cities have a population of more than,0.5,QALD2_te-1,Which German cities have more than         inhabitants,0.3333,QALD2_te-1,What German cities have more than         inhabitants,0.125,QALD2_te-1,What German cities have more than         inhabitants,0.125,QALD2_te-1,Which city in Germany has more than        inhabitants,1.0,QALD2_te-1,What German cities have more than         inhabitants,0.125,QALD2_te-1,What cities in Germany have more than         inhabitants,0.5
QALD2_te-2,Who was the successor of John F. Kennedy?,0.0556,QALD2_te-2,Who was John Kennedy s successor,0.013,QALD2_te-2,Who was John F  Kennedy s successor,0.0769,QALD2_te-2,Who was John F  Kennedy s successor,0.0769,QALD2_te-2,Who was John F  Kennedy s successor,0.0769,QALD2_te-2,Who was John F  Kennedy s successor,0.0769,QALD2_te-2,Who was John F  Kennedy s successor,0.0769,QALD2_te-2,Who was John F  Kennedy s successor,0.0769,QALD2_te-2,Who is the successor to John F  Kennedy,0.0556,QALD2_te-2,Who is next to John F  Kennedy,0.1,QALD2_te-2,Who was John F  Kennedy s successor,0.0769
QALD2_te-3,Who is the mayor of Berlin?,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333,QALD2_te-3,Who s the mayor of Berlin,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333,QALD2_te-3,Who is the mayor of Berlin,0.3333
QALD2_te-5,What is the second highest mountain on Earth?,0.5,QALD2_te-5,What is the second highest mountain on earth,0.5,QALD2_te-5,What is the second highest mountain on Earth,0.5,QALD2_te-5,What s the second highest mountain on earth,0.25,QALD2_te-5,What is the second highest mountain in the earth,0.5,QALD2_te-5,What is the second highest mountain on Earth,0.5,QALD2_te-5,What is the second highest mountain on earth,0.5,QALD2_te-5,What is the second highest mountain on Earth,0.5,QALD2_te-5,What is the second highest mountain on Earth,0.5,QALD2_te-5,What is the second highest mountain on earth,0.5,QALD2_te-5,What is the second highest mountain in the world,0.1667
QALD2_te-6,Give me all professional skateboarders from Sweden.,0.2,QALD2_te-6,To all the professional skateboarders from Sweden,1.0,QALD2_te-6,Give me all the Swedish professional skateboards,0.5,QALD2_te-6,Give me all the professional skiers from Sweden,0.0,QALD2_te-6,Give me all the Swedish professional skateboards,0.5,QALD2_te-6,Give me all the professional skateboarders in Sweden,0.2,QALD2_te-6,Give me all the professional skateboarders from Sweden,0.2,QALD2_te-6,Give me all the professional skateboards from Sweden,0.2,QALD2_te-6,Give me all the professional skateboarders from Sweden,0.2,QALD2_te-6,Give me all the professional skateboarders from Sweden,0.2,QALD2_te-6,Give me all the professional skateboarders from Sweden,0.2
QALD2_te-8,To which countries does the Himalayan mountain system extend?,0.3333,QALD2_te-8,Which country is the Himalayas,1.0,QALD2_te-8,What country is the Himalayan Range,1.0,QALD2_te-8,To what countries does the Himalayan mountain system extend,0.25,QALD2_te-8,To what countries does the Himalayas extend,1.0,QALD2_te-8,In what countries is the Himalayan mountain system extended,0.5,QALD2_te-8,What countries are the Himalayan mountain range extending into,1.0,QALD2_te-8,What countries are the Himalayan mountain range extending into,1.0,QALD2_te-8,To which country does the Himalayan mountain system extend,0.3333,QALD2_te-8,What countries have Himalayan mountains,1.0,QALD2_te-8,To what extent does the Himalayas extend,0.0217
QALD2_te-9,Give me a list of all trumpet players that were bandleaders.,1.0,QALD2_te-9,Let me list all the lads who were bandleaders,0.05,QALD2_te-9,Give me a list of the trumpet players who were the band s leader,1.0,QALD2_te-9,Give me a list of all the trumpeters who were the bandleaders,1.0,QALD2_te-9,Give me a list of all the Trumpeters who have been the leader of the group,0.2,QALD2_te-9,Give me a list of all the trumpeters who led the band,1.0,QALD2_te-9,Give me a list of all the trumpeters who were bandleaders,1.0,QALD2_te-9,Give me a list of all the plumbers who were the leaders of the group,0.0,QALD2_te-9,Give me a list of all the trumpeters who have ever led the band,0.5,QALD2_te-9,Give me a list of all the boxers who have been the bandleaders,0.2,QALD2_te-9,Give me a list of all the trumpeters who were bandleaders,1.0
QALD2_te-11,Who is the Formula 1 race driver with the most races?,0.0204,QALD2_te-11,Who is the most F  driver in the world,0.0064,QALD2_te-11,Who s the Formula One driver with the most races,0.0333,QALD2_te-11,Who s the Formula One driver with the most races,0.0333,QALD2_te-11,Who s the most competitive Formula One driver,0.0244,QALD2_te-11,Who s the most raced Formula One driver,0.0333,QALD2_te-11,Who s the Formula One driver with the most races,0.0333,QALD2_te-11,Who s the most successful Formula One driver,0.0227,QALD2_te-11,Who s the most racing Formula One driver,0.0333,QALD2_te-11,Who is the most successful Formula   driver,0.0244,QALD2_te-11,Who is the most competitive Formula   driver,0.0132
QALD2_te-12,Give me all world heritage sites designated within the past five years.,0.5,QALD2_te-12,And they gave me all the World Heritage sites in the last five years,0.5,QALD2_te-12,Tell us all about the World Heritage sites that have been designated in the last five years,0.5,QALD2_te-12,Give me all the World Heritage sites identified in the last five years,0.3333,QALD2_te-12,Give me all the World Heritage sites that have been designated in the last five years,0.5,QALD2_te-12,Give me all the designated World Heritage sites in the last five years,0.3333,QALD2_te-12,Give me all the world heritage sites that have been exhibited in the last five years,1.0,QALD2_te-12,Give me all the World Heritage sites that have been designated over the last five years,0.3333,QALD2_te-12,Give me all the world heritage sites designated in the last five years,0.3333,QALD2_te-12,Give me everything that has been declared World Heritage Sites in the last five years,1.0,QALD2_te-12,Give me all the world heritage sites that have been designated in the last five years,0.5
QALD2_te-13,Who is the youngest player in the Premier League?,0.5,QALD2_te-13,Who is the youngest player in the Premier League,0.5,QALD2_te-13,Who s the youngest player in the Premier League,0.5,QALD2_te-13,Who s the youngest player in the league,0.0714,QALD2_te-13,Who s the youngest player in the majors,0.003,QALD2_te-13,Who s the youngest player in the Premier League,0.5,QALD2_te-13,Who s the youngest player in the Premier League,0.5,QALD2_te-13,Who s the youngest player in the Premier League,0.5,QALD2_te-13,Who s the youngest player in the Premier League,0.5,QALD2_te-13,Who is the youngest player in the Premier League,0.5,QALD2_te-13,Who is the youngest player in the Major Leagues,0.0062
QALD2_te-14,Give me all members of Prodigy.,0.0417,QALD2_te-14,Give me all the members of Prodigy,0.0417,QALD2_te-14,Give me all the members of the Prodigy,0.0417,QALD2_te-14,Give me all the brody members,0.0,QALD2_te-14,Give me all the members of Prudge,0.0,QALD2_te-14,Give me all the members of Prodigy,0.0417,QALD2_te-14,Give me all the members of Prodigy,0.0417,QALD2_te-14,Give me all the members of the Prodiji,0.0,QALD2_te-14,Give it to all the Prodigy members,0.05,QALD2_te-14,Give me all the members of Prodigy,0.0417,QALD2_te-14,Give me all the members of the Prodigy,0.0417
QALD2_te-15,What is the longest river?,0.5,QALD2_te-15,What is the longest river,0.5,QALD2_te-15,What s the longest river,0.5,QALD2_te-15,What s the longest river,0.5,QALD2_te-15,What is the longest river,0.5,QALD2_te-15,What s the longest river,0.5,QALD2_te-15,What s the longest river,0.5,QALD2_te-15,What s the longest river,0.5,QALD2_te-15,What s the longest river,0.5,QALD2_te-15,What is the longest river,0.5,QALD2_te-15,What is the longest river,0.5
QALD2_te-17,Give me all cars that are produced in Germany.,0.0769,QALD2_te-17,Give me all the cars made in Germany,0.0417,QALD2_te-17,Give me all the cars made in Germany,0.0417,QALD2_te-17,Give me all the cars that are made in Germany,0.0417,QALD2_te-17,Give me all the cars made in Germany,0.0417,QALD2_te-17,Give me all the cars made in Germany,0.0417,QALD2_te-17,Give me all the cars made in Germany,0.0417,QALD2_te-17,Give me all the cars that are made in Germany,0.0417,QALD2_te-17,Give me all the cars made in Germany,0.0417,QALD2_te-17,Give me all the cars made in Germany,0.0417,QALD2_te-17,Give me all the cars made in Germany,0.0417
QALD2_te-19,Give me all people that were born in Vienna and died in Berlin.,0.0192,QALD2_te-19,To all of me who were born in Vienna and died in Berlin,0.0286,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.0097,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.0097,QALD2_te-19,Give me all those who were born in Vienna and died in Berlin,0.0057,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.0097,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.0097,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.0097,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.0097,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.0097,QALD2_te-19,Give me all the people who were born in Vienna and died in Berlin,0.0097
QALD2_te-21,What is the capital of Canada?,0.0149,QALD2_te-21,What is the head of Canada,0.0,QALD2_te-21,What is the capital of Canada,0.0149,QALD2_te-21,What is the capital of Canada,0.0149,QALD2_te-21,What is the capital of Canada,0.0149,QALD2_te-21,What is the capital of Canada,0.0149,QALD2_te-21,What is the capital of Canada,0.0149,QALD2_te-21,What is the capital of Canada,0.0149,QALD2_te-21,What is the capital of Canada,0.0149,QALD2_te-21,What is the capital of Canada,0.0149,QALD2_te-21,What is the capital of Canada,0.0149
QALD2_te-22,Who is the governor of Texas?,1.0,QALD2_te-22,Who is the governor of Texas,1.0,QALD2_te-22,Who s the governor of Texas,1.0,QALD2_te-22,Who s the governor of Texas,1.0,QALD2_te-22,Who s the governor of Texas,1.0,QALD2_te-22,Who s the governor of Texas,1.0,QALD2_te-22,Who s the governor of Texas,1.0,QALD2_te-22,Who s the governor of Texas,1.0,QALD2_te-22,Who s the governor of Texas,1.0,QALD2_te-22,Who is the governor of Texas,1.0,QALD2_te-22,Who is the governor of Texas,1.0
QALD2_te-24,Who was the father of Queen Elizabeth II?,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0,QALD2_te-24,Who was the father of Queen Elizabeth II,1.0
QALD2_te-25,Which U.S. state has been admitted latest?,0.5,QALD2_te-25,Which state was the most recently annexed,0.0204,QALD2_te-25,The most recent U S  state,0.0,QALD2_te-25,Which U S  state was last admitted,0.0217,QALD2_te-25,Who was the last U S  state to reach this city,0.0,QALD2_te-25,Which state in the United States has been most recently admitted,0.1429,QALD2_te-25,Which state was last admitted to the U S A,0.0217,QALD2_te-25,Which state was last admitted to the U S,0.0217,QALD2_te-25,Which state was last accepted,0.0,QALD2_te-25,What U S  state recently allowed,0.0,QALD2_te-25,What U S  state was recently enrolled,0.0
QALD2_te-27,Sean Parnell is the governor of which U.S. state?,1.0,QALD2_te-27,Which state is Sean Parnell governor of,1.0,QALD2_te-27,What state is Panell governor of,0.0,QALD2_te-27,Sean Barnell is the governor of what state in the United States,0.0833,QALD2_te-27,Who is Sean Parnell in command,0.3333,QALD2_te-27,Sean Parnell is the governor of what state,1.0,QALD2_te-27,Sean Parnell is governor of which state,1.0,QALD2_te-27,Sean Parnell is governor of what state,1.0,QALD2_te-27,Sean Parnell is governor of which state,1.0,QALD2_te-27,Sean Barrell is the governor of which US state,0.0833,QALD2_te-27,Which U S  state is Sean Parnell governor of,1.0
QALD2_te-28,Give me all movies directed by Francis Ford Coppola.,1.0,QALD2_te-28,Show me all the films directed by Francis Ford Coppola,1.0,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,1.0,QALD2_te-28,Give me all the films Francis Ford Coppola made,1.0,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,1.0,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,1.0,QALD2_te-28,Give me all the films of Francis Ford Coppola,1.0,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,1.0,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,1.0,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,1.0,QALD2_te-28,Give me all the films directed by Francis Ford Coppola,1.0
QALD2_te-29,Give me all actors starring in movies directed by and starring William Shatner.,0.5,QALD2_te-29,Show me all the actors in the shows directed by William Sutner,0.0,QALD2_te-29,Give me all the actors in the movies directed by William Shartner and starring him,0.0049,QALD2_te-29,Give me all the actors in the movies that William Shatner made and directed,0.3333,QALD2_te-29,Give me all the actors in the movies directed by William Shutner,0.0014,QALD2_te-29,Give me all the actors in movies directed by and with William Shatner,0.3333,QALD2_te-29,Give me all the actors who ve been in movies with William Shatner and him,0.1667,QALD2_te-29,Give me all the actors who have been in the movies  the directors and the lead roles of William Shatner,0.5,QALD2_te-29,Give me all the actors who starred in the films directed by and starring William Shatner,1.0,QALD2_te-29,I was given all the actors in the films directed and acted by William Shutner,0.0016,QALD2_te-29,Give me all the actors from the films directed by and starring William Shatner,0.25
QALD2_te-31,Give me all current Methodist national leaders.,0.1111,QALD2_te-31,I m given all the leaders of the French Protestant countries that exist,0.0,QALD2_te-31,Give me all the current leaders of the Methodist state,0.0526,QALD2_te-31,Give me all the current Methodist national leaders,0.1111,QALD2_te-31,Give me all the national leaders involved,0.0,QALD2_te-31,Give me all the current national Methodist leaders,0.1111,QALD2_te-31,Give me all the current Methodist national leaders,0.1111,QALD2_te-31,Give me all the current national leaders of Methodists,0.1111,QALD2_te-31,Give me all the current national Methodist leaders,0.1111,QALD2_te-31,Give me all the current national leaders of the Methodist Church,0.1429,QALD2_te-31,Give me all the current Methodist leaders of the nation,0.1111
QALD2_te-33,Give me all Australian nonprofit organizations.,0.0417,QALD2_te-33,I m giving it to all the non profit organizations in Australia,0.0345,QALD2_te-33,Listen to all the non profit organizations in Australia,0.0909,QALD2_te-33,Give me all the Australian non profits,0.0217,QALD2_te-33,Give me all the non profits in Australia,0.0263,QALD2_te-33,Give me all the Australian non profit organizations,0.0333,QALD2_te-33,Give me all the Australian non profits,0.0217,QALD2_te-33,Give me all the Australian non profits,0.0217,QALD2_te-33,Give me all the Australian nonprofits,0.0104,QALD2_te-33,Give me the Australian non profit,0.0385,QALD2_te-33,Give me all the non profit organizations in Australia,0.037
QALD2_te-34,In which military conflicts did Lawrence of Arabia participate?,0.3333,QALD2_te-34,What war did Lawrence of Arabia fight,1.0,QALD2_te-34,What military conflict did Lawrence of Arabia take part in,0.0667,QALD2_te-34,In what military conflicts was Lawrence of Arabia involved,0.3333,QALD2_te-34,What military battles did Lawrence of Arabia take part in,0.0435,QALD2_te-34,In what military conflicts did Lawrence of Arabia participate,0.1667,QALD2_te-34,In what military conflicts was Lawrence of Arabia involved,0.3333,QALD2_te-34,What military conflicts did Lawrence of Arabia engage in,0.0667,QALD2_te-34,In what military conflict was Lawrence of Arabia involved,0.3333,QALD2_te-34,In what military conflicts did Lawrence of Arabia participate,0.1667,QALD2_te-34,In what military conflicts did Lawrence of Arabia participate,0.1667
